op_id,op_name,op_str,sim_start,ana_start,delta_start,sim_end,ana_end,delta_end,sim_duration,ana_duration,delta_duration,sim_tiles,ana_N_fire,sim_avg_tile_dur,ana_T_fire,ana_OCI,ana_OTI,ana_ICI,ana_ICD,ana_fto
79,BinaryMap,BinaryMap_79 (fn: Matmul),3629.0,3221,-408.0,14913.0,14494,-419.0,11284.0,11273,-11.0,4.0,4,2048.0,2048,3075,3075,0,0,5269
80,BinaryMap,BinaryMap_80 (fn: Matmul),3583.0,3221,-362.0,13235.0,14494,1259.0,9652.0,11273,1621.0,4.0,4,2048.0,2048,3075,3075,0,0,5269
81,BinaryMap,BinaryMap_81 (fn: Matmul),3600.0,3221,-379.0,14223.0,14494,271.0,10623.0,11273,650.0,4.0,4,2048.0,2048,3075,3075,0,0,5269
82,BinaryMap,BinaryMap_82 (fn: Matmul),3608.0,3221,-387.0,14763.0,14494,-269.0,11155.0,11273,118.0,4.0,4,2048.0,2048,3075,3075,0,0,5269
83,BinaryMap,BinaryMap_83 (fn: Matmul),3596.0,3221,-375.0,13847.0,14494,647.0,10251.0,11273,1022.0,4.0,4,2048.0,2048,3075,3075,0,0,5269
84,BinaryMap,BinaryMap_84 (fn: Matmul),3604.0,3221,-383.0,14519.0,14494,-25.0,10915.0,11273,358.0,4.0,4,2048.0,2048,3075,3075,0,0,5269
85,UnaryMap,UnaryMap_85 (fn: Silu),5659.0,5269,-390.0,14826.0,14496,-330.0,9167.0,9227,60.0,4.0,4,16.0,2,3075,3075,0,0,5271
86,UnaryMap,UnaryMap_86 (fn: Silu),5679.0,5269,-410.0,14932.0,14496,-436.0,9253.0,9227,-26.0,4.0,4,16.0,2,3075,3075,0,0,5271
87,UnaryMap,UnaryMap_87 (fn: Silu),5678.0,5269,-409.0,14930.0,14496,-434.0,9252.0,9227,-25.0,4.0,4,16.0,2,3075,3075,0,0,5271
88,UnaryMap,UnaryMap_88 (fn: Silu),5632.0,5269,-363.0,13252.0,14496,1244.0,7620.0,9227,1607.0,4.0,4,16.0,2,3075,3075,0,0,5271
89,UnaryMap,UnaryMap_89 (fn: Silu),5649.0,5269,-380.0,14240.0,14496,256.0,8591.0,9227,636.0,4.0,4,16.0,2,3075,3075,0,0,5271
90,UnaryMap,UnaryMap_90 (fn: Silu),5657.0,5269,-388.0,14780.0,14496,-284.0,9123.0,9227,104.0,4.0,4,16.0,2,3075,3075,0,0,5271
91,UnaryMap,UnaryMap_91 (fn: Silu),5645.0,5269,-376.0,13864.0,14496,632.0,8219.0,9227,1008.0,4.0,4,16.0,2,3075,3075,0,0,5271
92,UnaryMap,UnaryMap_92 (fn: Silu),5653.0,5269,-384.0,14536.0,14496,-40.0,8883.0,9227,344.0,4.0,4,16.0,2,3075,3075,0,0,5271
93,BinaryMap,BinaryMap_93 (fn: Mul),5676.0,5271,-405.0,14870.0,14498,-372.0,9194.0,9227,33.0,4.0,4,2.0,2,3075,3075,0,0,5273
94,BinaryMap,BinaryMap_94 (fn: Mul),5696.0,5271,-425.0,14935.0,14498,-437.0,9239.0,9227,-12.0,4.0,4,2.0,2,3075,3075,0,0,5273
95,BinaryMap,BinaryMap_95 (fn: Mul),5695.0,5271,-424.0,14933.0,14498,-435.0,9238.0,9227,-11.0,4.0,4,2.0,2,3075,3075,0,0,5273
96,BinaryMap,BinaryMap_96 (fn: Mul),5649.0,5271,-378.0,13255.0,14498,1243.0,7606.0,9227,1621.0,4.0,4,2.0,2,3075,3075,0,0,5273
97,BinaryMap,BinaryMap_97 (fn: Mul),5666.0,5271,-395.0,14730.0,14498,-232.0,9064.0,9227,163.0,4.0,4,2.0,2,3075,3075,0,0,5273
98,BinaryMap,BinaryMap_98 (fn: Mul),5674.0,5271,-403.0,14783.0,14498,-285.0,9109.0,9227,118.0,4.0,4,2.0,2,3075,3075,0,0,5273
99,BinaryMap,BinaryMap_99 (fn: Mul),5662.0,5271,-391.0,13867.0,14498,631.0,8205.0,9227,1022.0,4.0,4,2.0,2,3075,3075,0,0,5273
100,BinaryMap,BinaryMap_100 (fn: Mul),5670.0,5271,-399.0,14539.0,14498,-41.0,8869.0,9227,358.0,4.0,4,2.0,2,3075,3075,0,0,5273
101,LinearOffChipLoadRef,LinearOffChipLoadRef_101 (rank=0),551.0,146,-405.0,12761.0,12446,-315.0,12210.0,12300,90.0,4.0,4,3052.5,0,12300,3075,0,0,3221
102,LinearOffChipLoadRef,LinearOffChipLoadRef_102 (rank=0),562.0,146,-416.0,12851.0,12446,-405.0,12289.0,12300,11.0,4.0,4,3072.25,0,12300,3075,0,0,3221
103,LinearOffChipLoadRef,LinearOffChipLoadRef_103 (rank=0),562.0,146,-416.0,12853.0,12446,-407.0,12291.0,12300,9.0,4.0,4,3072.75,0,12300,3075,0,0,3221
104,LinearOffChipLoadRef,LinearOffChipLoadRef_104 (rank=0),545.0,146,-399.0,10383.0,12446,2063.0,9838.0,12300,2462.0,4.0,4,2459.5,0,12300,3075,0,0,3221
105,LinearOffChipLoadRef,LinearOffChipLoadRef_105 (rank=0),549.0,146,-403.0,12751.0,12446,-305.0,12202.0,12300,98.0,4.0,4,3050.5,0,12300,3075,0,0,3221
106,LinearOffChipLoadRef,LinearOffChipLoadRef_106 (rank=0),551.0,146,-405.0,12815.0,12446,-369.0,12264.0,12300,36.0,4.0,4,3066.0,0,12300,3075,0,0,3221
107,LinearOffChipLoadRef,LinearOffChipLoadRef_107 (rank=0),547.0,146,-401.0,12235.0,12446,211.0,11688.0,12300,612.0,4.0,4,2922.0,0,12300,3075,0,0,3221
108,LinearOffChipLoadRef,LinearOffChipLoadRef_108 (rank=0),549.0,146,-403.0,12699.0,12446,-253.0,12150.0,12300,150.0,4.0,4,3037.5,0,12300,3075,0,0,3221
109,Flatten,"Flatten_109 (0 D, 1 D)",,3221,,,12446,,,9225,,,4,,0,3075,3075,0,0,3221
110,Flatten,"Flatten_110 (0 D, 1 D)",,3221,,,12446,,,9225,,,4,,0,3075,3075,0,0,3221
111,Flatten,"Flatten_111 (0 D, 1 D)",,3221,,,12446,,,9225,,,4,,0,3075,3075,0,0,3221
112,Flatten,"Flatten_112 (0 D, 1 D)",,3221,,,12446,,,9225,,,4,,0,3075,3075,0,0,3221
113,Flatten,"Flatten_113 (0 D, 1 D)",,3221,,,12446,,,9225,,,4,,0,3075,3075,0,0,3221
114,Flatten,"Flatten_114 (0 D, 1 D)",,3221,,,12446,,,9225,,,4,,0,3075,3075,0,0,3221
115,Flatten,"Flatten_115 (0 D, 1 D)",,3221,,,12446,,,9225,,,4,,0,3075,3075,0,0,3221
116,Flatten,"Flatten_116 (0 D, 1 D)",,3221,,,12446,,,9225,,,4,,0,3075,3075,0,0,3221
117,BinaryMapAccum,BinaryMapAccum_117 (fn: Matmul(transposed=False)),5679.0,5273,-406.0,16919.0,16546,-373.0,11240.0,11273,33.0,4.0,1,2048.0,2048,8192,8192,0,9225,16546
118,BinaryMapAccum,BinaryMapAccum_118 (fn: Matmul(transposed=False)),5699.0,5273,-426.0,16984.0,16546,-438.0,11285.0,11273,-12.0,4.0,1,2048.0,2048,8192,8192,0,9225,16546
119,BinaryMapAccum,BinaryMapAccum_119 (fn: Matmul(transposed=False)),5698.0,5273,-425.0,16982.0,16546,-436.0,11284.0,11273,-11.0,4.0,1,2048.0,2048,8192,8192,0,9225,16546
120,BinaryMapAccum,BinaryMapAccum_120 (fn: Matmul(transposed=False)),5652.0,5273,-379.0,15304.0,16546,1242.0,9652.0,11273,1621.0,4.0,1,2048.0,2048,8192,8192,0,9225,16546
121,BinaryMapAccum,BinaryMapAccum_121 (fn: Matmul(transposed=False)),5669.0,5273,-396.0,16779.0,16546,-233.0,11110.0,11273,163.0,4.0,1,2048.0,2048,8192,8192,0,9225,16546
122,BinaryMapAccum,BinaryMapAccum_122 (fn: Matmul(transposed=False)),5677.0,5273,-404.0,16832.0,16546,-286.0,11155.0,11273,118.0,4.0,1,2048.0,2048,8192,8192,0,9225,16546
123,BinaryMapAccum,BinaryMapAccum_123 (fn: Matmul(transposed=False)),5665.0,5273,-392.0,15916.0,16546,630.0,10251.0,11273,1022.0,4.0,1,2048.0,2048,8192,8192,0,9225,16546
124,BinaryMapAccum,BinaryMapAccum_124 (fn: Matmul(transposed=False)),5673.0,5273,-400.0,16588.0,16546,-42.0,10915.0,11273,358.0,4.0,1,2048.0,2048,8192,8192,0,9225,16546
125,RetileStreamify,RetileStreamify_125,,16546,,,16546,,,0,,,4,,0,0,0,0,0,16546
126,RetileStreamify,RetileStreamify_126,,16546,,,16546,,,0,,,4,,0,0,0,0,0,16546
127,RetileStreamify,RetileStreamify_127,,16546,,,16546,,,0,,,4,,0,0,0,0,0,16546
128,RetileStreamify,RetileStreamify_128,,16546,,,16546,,,0,,,4,,0,0,0,0,0,16546
129,RetileStreamify,RetileStreamify_129,,16546,,,16546,,,0,,,4,,0,0,0,0,0,16546
130,RetileStreamify,RetileStreamify_130,,16546,,,16546,,,0,,,4,,0,0,0,0,0,16546
131,RetileStreamify,RetileStreamify_131,,16546,,,16546,,,0,,,4,,0,0,0,0,0,16546
132,RetileStreamify,RetileStreamify_132,,16546,,,16546,,,0,,,4,,0,0,0,0,0,16546
133,FlatPartition,FlatPartition_133 (0 D),6.0,6,0.0,17213.0,3031,-14182.0,17207.0,3025,-14182.0,64.0,64,266.265625,1,6,48,0,0,7
134,BinaryMap,BinaryMap_134 (fn: Mul),16921.0,16546,-375.0,17145.0,16883,-262.0,224.0,337,113.0,4.0,8,1.0,1,48,48,0,0,16547
135,BinaryMap,BinaryMap_135 (fn: Mul),16986.0,16546,-440.0,17210.0,16883,-327.0,224.0,337,113.0,11.0,8,1.5454545454545454,1,48,48,0,0,16547
136,BinaryMap,BinaryMap_136 (fn: Mul),16995.0,16546,-449.0,17215.0,16883,-332.0,220.0,337,117.0,12.0,8,3.25,1,48,48,0,0,16547
137,BinaryMap,BinaryMap_137 (fn: Mul),15306.0,16546,1240.0,17195.0,16883,-312.0,1889.0,337,-1552.0,10.0,8,14.4,1,48,48,0,0,16547
138,BinaryMap,BinaryMap_138 (fn: Mul),16781.0,16546,-235.0,17110.0,16883,-227.0,329.0,337,8.0,6.0,8,35.833333333333336,1,48,48,0,0,16547
139,BinaryMap,BinaryMap_139 (fn: Mul),16834.0,16546,-288.0,17170.0,16883,-287.0,336.0,337,1.0,5.0,8,1.0,1,48,48,0,0,16547
140,BinaryMap,BinaryMap_140 (fn: Mul),15918.0,16546,628.0,17160.0,16883,-277.0,1242.0,337,-905.0,9.0,8,1.0,1,48,48,0,0,16547
141,BinaryMap,BinaryMap_141 (fn: Mul),16786.0,16546,-240.0,17180.0,16883,-297.0,394.0,337,-57.0,7.0,8,1.0,1,48,48,0,0,16547
142,SelectGen,SelectGen_142,,0,,,0,,,0,,,32,,0,0,0,0,0,0
143,FlatReassemble,FlatReassemble_143 (0 D),15308.0,16547,1239.0,17217.0,16925,-292.0,1909.0,378,-1531.0,64.0,64,119.484375,0,6,6,0,0,16547
144,Accum,Accum_144 (1 D) (fn: Add),16925.0,16547,-378.0,17219.0,16926,-293.0,294.0,379,85.0,32.0,32,1.0,1,12,12,0,6,16554
145,OffChipStore,OffChipStore_145,16927.0,16554,-373.0,17240.0,16935,-305.0,313.0,381,68.0,32.0,32,8.0,0,12,12,12,0,16563
146,Broadcast,Broadcast_146,,146,,,146,,,0,,,1,,0,0,0,0,0,146
147,Broadcast,Broadcast_147,,146,,,146,,,0,,,1,,0,0,0,0,0,146
148,Broadcast,Broadcast_148,,146,,,146,,,0,,,1,,0,0,0,0,0,146
149,Broadcast,Broadcast_149,,146,,,146,,,0,,,1,,0,0,0,0,0,146
150,Broadcast,Broadcast_150,,146,,,146,,,0,,,1,,0,0,0,0,0,146
151,Broadcast,Broadcast_151,,146,,,146,,,0,,,1,,0,0,0,0,0,146
152,Broadcast,Broadcast_152,,146,,,146,,,0,,,1,,0,0,0,0,0,146
153,Broadcast,Broadcast_153,,146,,,146,,,0,,,1,,0,0,0,0,0,146
154,Broadcast,Broadcast_154,,146,,,146,,,0,,,4,,0,0,0,0,0,146
155,Broadcast,Broadcast_155,,146,,,146,,,0,,,4,,0,0,0,0,0,146
156,Broadcast,Broadcast_156,,146,,,146,,,0,,,4,,0,0,0,0,0,146
157,Broadcast,Broadcast_157,,146,,,146,,,0,,,4,,0,0,0,0,0,146
158,Broadcast,Broadcast_158,,146,,,146,,,0,,,4,,0,0,0,0,0,146
159,Broadcast,Broadcast_159,,146,,,146,,,0,,,4,,0,0,0,0,0,146
160,Broadcast,Broadcast_160,,146,,,146,,,0,,,4,,0,0,0,0,0,146
161,Broadcast,Broadcast_161,,146,,,146,,,0,,,4,,0,0,0,0,0,146
