op_id,op_name,op_str,sim_start,ana_start,delta_start,sim_end,ana_end,delta_end,sim_duration,ana_duration,delta_duration,sim_tiles,ana_N_fire,sim_avg_tile_dur,ana_T_fire,ana_OCI,ana_OTI,ana_ICI,ana_ICD,ana_fto
118,BinaryMapAccum,BinaryMapAccum_118 (fn: Matmul(transposed=False)),3478.0,5273,1795.0,31671.0,16546,-15125.0,28193.0,11273,-16920.0,12.0,1,2048.0,2048,8192,8192,0,9225,16546
119,BinaryMapAccum,BinaryMapAccum_119 (fn: Matmul(transposed=False)),4324.0,5273,949.0,38479.0,16546,-21933.0,34155.0,11273,-22882.0,12.0,1,2048.0,2048,8192,8192,0,9225,16546
120,BinaryMapAccum,BinaryMapAccum_120 (fn: Matmul(transposed=False)),4128.0,5273,1145.0,38083.0,16546,-21537.0,33955.0,11273,-22682.0,12.0,1,2048.0,2048,8192,8192,0,9225,16546
121,BinaryMapAccum,BinaryMapAccum_121 (fn: Matmul(transposed=False)),4799.0,5273,474.0,31457.0,16546,-14911.0,26658.0,11273,-15385.0,8.0,1,2048.0,2048,8192,8192,0,9225,16546
122,BinaryMapAccum,BinaryMapAccum_122 (fn: Matmul(transposed=False)),13380.0,5273,-8107.0,31471.0,16546,-14925.0,18091.0,11273,-6818.0,8.0,1,2048.0,2048,8192,8192,0,9225,16546
123,BinaryMapAccum,BinaryMapAccum_123 (fn: Matmul(transposed=False)),6408.0,5273,-1135.0,31523.0,16546,-14977.0,25115.0,11273,-13842.0,8.0,1,2048.0,2048,8192,8192,0,9225,16546
124,BinaryMapAccum,BinaryMapAccum_124 (fn: Matmul(transposed=False)),13196.0,5273,-7923.0,31626.0,16546,-15080.0,18430.0,11273,-7157.0,8.0,1,2048.0,2048,8192,8192,0,9225,16546
125,RetileStreamify,RetileStreamify_125,,16546,,,16546,,,0,,,16,,0,0,0,0,0,16546
126,RetileStreamify,RetileStreamify_126,,16546,,,16546,,,0,,,16,,0,0,0,0,0,16546
127,RetileStreamify,RetileStreamify_127,,16546,,,16546,,,0,,,16,,0,0,0,0,0,16546
128,RetileStreamify,RetileStreamify_128,,16546,,,16546,,,0,,,16,,0,0,0,0,0,16546
129,RetileStreamify,RetileStreamify_129,,16546,,,16546,,,0,,,16,,0,0,0,0,0,16546
130,RetileStreamify,RetileStreamify_130,,16546,,,16546,,,0,,,16,,0,0,0,0,0,16546
131,RetileStreamify,RetileStreamify_131,,16546,,,16546,,,0,,,16,,0,0,0,0,0,16546
132,RetileStreamify,RetileStreamify_132,,16546,,,16546,,,0,,,16,,0,0,0,0,0,16546
133,FlatPartition,FlatPartition_133 (0 D),6.0,6,0.0,38157.0,12247,-25910.0,38151.0,12241,-25910.0,256.0,256,113.390625,1,6,48,0,0,7
134,BinaryMap,BinaryMap_134 (fn: Mul),15774.0,16546,772.0,38154.0,18035,-20119.0,22380.0,1489,-20891.0,30.0,32,1.0,1,48,48,0,0,16547
135,BinaryMap,BinaryMap_135 (fn: Mul),11672.0,16546,4874.0,38119.0,18035,-20084.0,26447.0,1489,-24958.0,43.0,32,363.51162790697674,1,48,48,0,0,16547
136,BinaryMap,BinaryMap_136 (fn: Mul),12518.0,16546,4028.0,38483.0,18035,-20448.0,25965.0,1489,-24476.0,34.0,32,217.61764705882354,1,48,48,0,0,16547
137,BinaryMap,BinaryMap_137 (fn: Mul),12322.0,16546,4224.0,38159.0,18035,-20124.0,25837.0,1489,-24348.0,37.0,32,1.0,1,48,48,0,0,16547
138,BinaryMap,BinaryMap_138 (fn: Mul),13130.0,16546,3416.0,38134.0,18035,-20099.0,25004.0,1489,-23515.0,30.0,32,1.0666666666666667,1,48,48,0,0,16547
139,BinaryMap,BinaryMap_139 (fn: Mul),21574.0,16546,-5028.0,38095.0,18035,-20060.0,16521.0,1489,-15032.0,28.0,32,1.0,1,48,48,0,0,16547
140,BinaryMap,BinaryMap_140 (fn: Mul),14726.0,16546,1820.0,38129.0,18035,-20094.0,23403.0,1489,-21914.0,28.0,32,245.85714285714286,1,48,48,0,0,16547
141,BinaryMap,BinaryMap_141 (fn: Mul),21390.0,16546,-4844.0,38093.0,18035,-20058.0,16703.0,1489,-15214.0,26.0,32,206.57692307692307,1,48,48,0,0,16547
142,SelectGen,SelectGen_142,,0,,,0,,,0,,,128,,0,0,0,0,0,0
143,FlatReassemble,FlatReassemble_143 (0 D),11674.0,16547,4873.0,38490.0,18077,-20413.0,26816.0,1530,-25286.0,256.0,256,754.328125,0,6,6,0,0,16547
144,Accum,Accum_144 (1 D) (fn: Add),21578.0,16547,-5031.0,38492.0,18078,-20414.0,16914.0,1531,-15383.0,128.0,128,1.0,1,12,12,0,6,16554
145,OffChipStore,OffChipStore_145,21580.0,16554,-5026.0,38511.0,18087,-20424.0,16931.0,1533,-15398.0,128.0,128,76.921875,0,12,12,12,0,16563
146,Broadcast,Broadcast_146,,146,,,146,,,0,,,1,,0,0,0,0,0,146
147,Broadcast,Broadcast_147,,146,,,146,,,0,,,1,,0,0,0,0,0,146
148,Broadcast,Broadcast_148,,146,,,146,,,0,,,1,,0,0,0,0,0,146
149,Broadcast,Broadcast_149,,146,,,146,,,0,,,1,,0,0,0,0,0,146
150,Broadcast,Broadcast_150,,146,,,146,,,0,,,1,,0,0,0,0,0,146
151,Broadcast,Broadcast_151,,146,,,146,,,0,,,1,,0,0,0,0,0,146
152,Broadcast,Broadcast_152,,146,,,146,,,0,,,1,,0,0,0,0,0,146
153,Broadcast,Broadcast_153,,146,,,146,,,0,,,1,,0,0,0,0,0,146
154,Broadcast,Broadcast_154,,146,,,146,,,0,,,4,,0,0,0,0,0,146
155,Broadcast,Broadcast_155,,146,,,146,,,0,,,4,,0,0,0,0,0,146
156,Broadcast,Broadcast_156,,146,,,146,,,0,,,4,,0,0,0,0,0,146
157,Broadcast,Broadcast_157,,146,,,146,,,0,,,4,,0,0,0,0,0,146
158,Broadcast,Broadcast_158,,146,,,146,,,0,,,4,,0,0,0,0,0,146
159,Broadcast,Broadcast_159,,146,,,146,,,0,,,4,,0,0,0,0,0,146
160,Broadcast,Broadcast_160,,146,,,146,,,0,,,4,,0,0,0,0,0,146
161,Broadcast,Broadcast_161,,146,,,146,,,0,,,4,,0,0,0,0,0,146
